account_id,country,solution,outcome,num_touches,full_path,simple_path,first_3_actions,actions_list
0010L00001hVmFhQAK,US,MRS,Ongoing,12,Follow Up → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call,Follow Up → Inbound Call → Inbound Call → Inbound Call → Inbound Call,Follow Up → Inbound Call → Inbound Call,"Follow Up,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call"
0010L00001hVxd6QAC,US,MRS,Won,16,Meeting → Meeting → Review → Email → Email → Email → Email → Review → Email → Email → Email → Inbound Call → Inbound Call → Inbound Call → Email → Email,Meeting → Meeting → Review → Email → Email,Meeting → Meeting → Review,"Meeting,Meeting,Review,Email,Email,Email,Email,Review,Email,Email,Email,Inbound Call,Inbound Call,Inbound Call,Email,Email"
0010L00001hVyJQQA0,US,MRS,Ongoing,8,Inbound Call → Inbound Call → Inbound Call → Inbound Call → Email → Inbound Call → Inbound Call → Inbound Call,Inbound Call → Inbound Call → Inbound Call → Inbound Call → Email,Inbound Call → Inbound Call → Inbound Call,"Inbound Call,Inbound Call,Inbound Call,Inbound Call,Email,Inbound Call,Inbound Call,Inbound Call"
0010L00001hW1cAQAS,US,MRS,Ongoing,1,Inbound Call,Inbound Call,Inbound Call,Inbound Call
0010L00001ijzeFQAQ,US,MRS,Won,15,Email → Email → Email → Inbound Call → Inbound Call → Email → Inbound Call → Email → Inbound Call → Email → Email → Email → Email → Email → Email,Email → Email → Email → Inbound Call → Inbound Call,Email → Email → Email,"Email,Email,Email,Inbound Call,Inbound Call,Email,Inbound Call,Email,Inbound Call,Email,Email,Email,Email,Email,Email"
0010L00001ikpsqQAA,US,MRS,Ongoing,1,Inbound Call,Inbound Call,Inbound Call,Inbound Call
0010L00001ikyKBQAY,US,MRS,Won,5,Meeting → Meeting → Meeting → Meeting → Follow Up,Meeting → Meeting → Meeting → Meeting → Follow Up,Meeting → Meeting → Meeting,"Meeting,Meeting,Meeting,Meeting,Follow Up"
0010L00001il4y4QAA,US,MRS,Ongoing,10,Email → Email → Email → Meeting → Email → Email → Email → Email → Email → Email,Email → Email → Email → Meeting → Email,Email → Email → Email,"Email,Email,Email,Meeting,Email,Email,Email,Email,Email,Email"
0010L00001il5N0QAI,US,MRS,Ongoing,2,Inbound Call → Inbound Call,Inbound Call → Inbound Call,Inbound Call → Inbound Call,"Inbound Call,Inbound Call"
0010L00001il7KHQAY,US,MRS,Ongoing,2,Inbound Call → Inbound Call,Inbound Call → Inbound Call,Inbound Call → Inbound Call,"Inbound Call,Inbound Call"
0010L00001il7jLQAQ,US,MRS,Ongoing,13,Email → Email → Inbound Call → Email → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Email → Email → Inbound Call → Email → Email,Email → Email → Inbound Call → Email → Inbound Call,Email → Email → Inbound Call,"Email,Email,Inbound Call,Email,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Email,Email,Inbound Call,Email,Email"
0010L00001ilRboQAE,US,Digital,Ongoing,6,On-Site → On-Site → On-Site → Email → Email → Email,On-Site → On-Site → On-Site → Email → Email,On-Site → On-Site → On-Site,"On-Site,On-Site,On-Site,Email,Email,Email"
0010L00001ilV11QAE,US,MRS,Won,16,Follow Up → Follow Up → Email → Inbound Call → On-Site → On-Site → Email → Meeting → Meeting → Meeting → Email → Email → Email → Email → Meeting → Inbound Call,Follow Up → Follow Up → Email → Inbound Call → On-Site,Follow Up → Follow Up → Email,"Follow Up,Follow Up,Email,Inbound Call,On-Site,On-Site,Email,Meeting,Meeting,Meeting,Email,Email,Email,Email,Meeting,Inbound Call"
0010L00001ilVxsQAE,US,MRS,Won,20,Email → Email → Email → Review → Email → Email → Email → Meeting → Meeting → Meeting → Email → Email → Email → Email → Email → Email → Email → Email → Email → Email,Email → Email → Email → Review → Email,Email → Email → Email,"Email,Email,Email,Review,Email,Email,Email,Meeting,Meeting,Meeting,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email"
0010L00001im1VAQAY,US,MRS,Won,8,Meeting → Meeting → Review → Meeting → Inbound Call → Inbound Call → Email → Email,Meeting → Meeting → Review → Meeting → Inbound Call,Meeting → Meeting → Review,"Meeting,Meeting,Review,Meeting,Inbound Call,Inbound Call,Email,Email"
0010L00001imDyJQAU,US,MRS,Ongoing,2,Inbound Call → Inbound Call,Inbound Call → Inbound Call,Inbound Call → Inbound Call,"Inbound Call,Inbound Call"
0010L00001imFt9QAE,US,MRS,Ongoing,6,Email → Email → Inbound Call → Email → Email → Email,Email → Email → Inbound Call → Email → Email,Email → Email → Inbound Call,"Email,Email,Inbound Call,Email,Email,Email"
0010L00001imjaFQAQ,US,MRS,Won,88,Follow Up → Email → Email → Inbound Call → Email → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → ... → Follow Up → Inbound Call → Email → Email → Follow Up → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call,Follow Up → Email → Email → Inbound Call → Email,Follow Up → Email → Email,"Follow Up,Email,Email,Inbound Call,Email,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Follow Up,Inbound Call,Review,Demo,Follow Up,Email,Inbound Call,Inbound Call,Inbound Call,Follow Up,Follow Up,Follow Up,Inbound Call,Inbound Call,Follow Up,Inbound Call,Follow Up,Follow Up,Inbound Call,Follow Up,Email,Email,Follow Up,Follow Up,Inbound Call,Follow Up,Email,Inbound Call,Inbound Call,Follow Up,Email,Inbound Call,Follow Up,Email,Follow Up,Follow Up,Follow Up,Follow Up,Follow Up,Email,Follow Up,Inbound Call,Email,Follow Up,Follow Up,Follow Up,Email,Follow Up,Follow Up,Follow Up,Email,Follow Up,Email,Follow Up,Follow Up,Follow Up,Follow Up,Follow Up,Email,Email,Follow Up,Follow Up,Follow Up,Email,Email,Follow Up,Follow Up,Inbound Call,Email,Email,Follow Up,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call"
0010L00001inIQvQAM,US,MRS,Ongoing,5,Inbound Call → Inbound Call → Inbound Call → Inbound Call → Email,Inbound Call → Inbound Call → Inbound Call → Inbound Call → Email,Inbound Call → Inbound Call → Inbound Call,"Inbound Call,Inbound Call,Inbound Call,Inbound Call,Email"
0010L00001inTFtQAM,US,MRS,Ongoing,1,Email,Email,Email,Email
0010L00001ineMfQAI,US,MRS,Ongoing,5,Meeting → Follow Up → Meeting → Email → Email,Meeting → Follow Up → Meeting → Email → Email,Meeting → Follow Up → Meeting,"Meeting,Follow Up,Meeting,Email,Email"
0010L00001innLlQAI,US,MRS,Ongoing,3,Email → Email → Email,Email → Email → Email,Email → Email → Email,"Email,Email,Email"
0010L00001j0QvWQAU,US,MRS,Ongoing,11,Meeting → Meeting → Email → Email → Email → Meeting → Inbound Call → Inbound Call → Inbound Call → Email → Email,Meeting → Meeting → Email → Email → Email,Meeting → Meeting → Email,"Meeting,Meeting,Email,Email,Email,Meeting,Inbound Call,Inbound Call,Inbound Call,Email,Email"
0010L00001j11YgQAI,US,MRS,Ongoing,1,Inbound Call,Inbound Call,Inbound Call,Inbound Call
0010L00001j1E1fQAE,US,MRS,Ongoing,3,Meeting → Meeting → Inbound Call,Meeting → Meeting → Inbound Call,Meeting → Meeting → Inbound Call,"Meeting,Meeting,Inbound Call"
0010L00001j1KW4QAM,US,MRS,Ongoing,7,Email → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Follow Up → Inbound Call,Email → Inbound Call → Inbound Call → Inbound Call → Inbound Call,Email → Inbound Call → Inbound Call,"Email,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Follow Up,Inbound Call"
0010L00001j1SiHQAU,US,MRS,Ongoing,2,Email → Email,Email → Email,Email → Email,"Email,Email"
0010L00001j1e3FQAQ,US,MRS,Won,38,Email → Email → Email → Email → Email → Email → Email → Email → Email → Email → ... → Meeting → Email → Meeting → Meeting → Meeting → Meeting → Meeting → Meeting → Follow Up → Follow Up,Email → Email → Email → Email → Email,Email → Email → Email,"Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Follow Up,Follow Up,Inbound Call,Inbound Call,Email,Email,Email,Email,Inbound Call,Inbound Call,Email,Email,Email,Email,Meeting,Email,Meeting,Email,Meeting,Meeting,Meeting,Meeting,Meeting,Meeting,Follow Up,Follow Up"
0010L00001j1qFyQAI,US,MRS,Ongoing,4,Inbound Call → Inbound Call → Follow Up → Inbound Call,Inbound Call → Inbound Call → Follow Up → Inbound Call,Inbound Call → Inbound Call → Follow Up,"Inbound Call,Inbound Call,Follow Up,Inbound Call"
0010L00001j2I1LQAU,US,MRS,Ongoing,2,Inbound Call → Inbound Call,Inbound Call → Inbound Call,Inbound Call → Inbound Call,"Inbound Call,Inbound Call"
0010L00001j2RObQAM,US,MRS,Ongoing,2,Inbound Call → Inbound Call,Inbound Call → Inbound Call,Inbound Call → Inbound Call,"Inbound Call,Inbound Call"
0010L00001j2cFBQAY,US,MRS,Won,17,Email → Email → Email → Email → Email → Email → Email → Email → Email → Email → Email → Email → Email → Email → Email → Inbound Call → Inbound Call,Email → Email → Email → Email → Email,Email → Email → Email,"Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Inbound Call,Inbound Call"
0010L00001j2cW3QAI,US,MRS,Won,502,Email → Email → Meeting → Email → Email → Email → Email → Email → Meeting → Email → ... → Email → Follow Up → Follow Up → Inbound Call → Email → Email → Inbound Call → Email → Email → Email,Email → Email → Meeting → Email → Email,Email → Email → Meeting,"Email,Email,Meeting,Email,Email,Email,Email,Email,Meeting,Email,Email,Meeting,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Meeting,Email,Email,Meeting,Meeting,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Meeting,Email,Email,Meeting,Email,Email,Email,Meeting,Email,Email,Meeting,Email,Email,Email,Meeting,Email,Email,Meeting,Email,Meeting,Email,Email,Email,Meeting,Meeting,Email,Meeting,Meeting,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Meeting,Meeting,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Demo,Meeting,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Meeting,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Meeting,Meeting,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Meeting,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Meeting,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Meeting,Meeting,Email,Email,Email,Email,Email,Meeting,Inbound Call,Email,Email,Email,Email,Email,Email,Email,Email,Meeting,Email,Email,Meeting,Meeting,Meeting,Email,Meeting,Email,Meeting,Meeting,Meeting,Email,Email,Email,Email,Email,Meeting,Meeting,Meeting,Meeting,Meeting,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Inbound Call,Email,Inbound Call,Email,Follow Up,Email,Inbound Call,Email,Inbound Call,Follow Up,Follow Up,Inbound Call,Follow Up,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Email,Follow Up,Inbound Call,Email,Inbound Call,Inbound Call,Email,Meeting,Inbound Call,Meeting,Meeting,Inbound Call,Follow Up,Email,Email,Email,Email,Email,Inbound Call,Email,Inbound Call,Follow Up,Follow Up,Email,Email,Email,Email,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Follow Up,Inbound Call,Email,Email,Inbound Call,Email,Email,Inbound Call,Email,Follow Up,Follow Up,Inbound Call,Email,Email,Inbound Call,Email,Email,Email"
0010L00001j2gldQAA,US,MRS,Lost,9,Demo → Email → Follow Up → Email → Inbound Call → Email → Follow Up → Follow Up → Inbound Call,Demo → Email → Follow Up → Email → Inbound Call,Demo → Email → Follow Up,"Demo,Email,Follow Up,Email,Inbound Call,Email,Follow Up,Follow Up,Inbound Call"
0010L00001j2hMPQAY,US,MRS,Ongoing,1,Inbound Call,Inbound Call,Inbound Call,Inbound Call
0010L00001j2z0oQAA,US,MRS,Ongoing,4,Inbound Call → Inbound Call → Inbound Call → Inbound Call,Inbound Call → Inbound Call → Inbound Call → Inbound Call,Inbound Call → Inbound Call → Inbound Call,"Inbound Call,Inbound Call,Inbound Call,Inbound Call"
0010L00001j38OeQAI,US,MRS,Won,13,Inbound Call → Email → Email → Follow Up → Follow Up → Meeting → Follow Up → Email → Inbound Call → Review → Inbound Call → Meeting → Inbound Call,Inbound Call → Email → Email → Follow Up → Follow Up,Inbound Call → Email → Email,"Inbound Call,Email,Email,Follow Up,Follow Up,Meeting,Follow Up,Email,Inbound Call,Review,Inbound Call,Meeting,Inbound Call"
0010L00001j38QaQAI,US,MRS,Ongoing,1,Demo,Demo,Demo,Demo
0010L00001j39DzQAI,US,MRS,Won,23,Email → Email → Email → Meeting → Email → Email → Email → Email → Email → Email → ... → Email → Email → Email → Email → Follow Up → Email → Email → Email → Meeting → Email,Email → Email → Email → Meeting → Email,Email → Email → Email,"Email,Email,Email,Meeting,Email,Email,Email,Email,Email,Email,Email,Email,Follow Up,Email,Email,Email,Email,Follow Up,Email,Email,Email,Meeting,Email"
0010L00001j3CzBQAU,US,MRS,Won,41,Email → Email → Follow Up → Email → Follow Up → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → ... → Inbound Call → Inbound Call → Follow Up → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call,Email → Email → Follow Up → Email → Follow Up,Email → Email → Follow Up,"Email,Email,Follow Up,Email,Follow Up,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Follow Up,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Email,Demo,Demo,Demo,Inbound Call,Inbound Call,Demo,Inbound Call,Inbound Call,Inbound Call,Follow Up,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call"
0010L00001j3D2eQAE,US,MRS,Ongoing,10,Email → Email → Email → Email → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call,Email → Email → Email → Email → Inbound Call,Email → Email → Email,"Email,Email,Email,Email,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call"
0010L00001j3DHoQAM,US,MRS,Ongoing,2,Email → Inbound Call,Email → Inbound Call,Email → Inbound Call,"Email,Inbound Call"
0010L00001j3DfwQAE,US,MRS,Ongoing,2,Inbound Call → Inbound Call,Inbound Call → Inbound Call,Inbound Call → Inbound Call,"Inbound Call,Inbound Call"
0010L00001j3DpSQAU,US,MRS,Ongoing,2,Inbound Call → Inbound Call,Inbound Call → Inbound Call,Inbound Call → Inbound Call,"Inbound Call,Inbound Call"
0010L00001j3DqGQAU,US,MRS,Ongoing,2,Inbound Call → Inbound Call,Inbound Call → Inbound Call,Inbound Call → Inbound Call,"Inbound Call,Inbound Call"
0010L00001j3E5hQAE,US,MRS,Ongoing,2,Email → Email,Email → Email,Email → Email,"Email,Email"
0010L00001j3ETfQAM,US,MRS,Ongoing,2,Inbound Call → Inbound Call,Inbound Call → Inbound Call,Inbound Call → Inbound Call,"Inbound Call,Inbound Call"
0010L00001j3ETqQAM,US,MRS,Ongoing,1,Email,Email,Email,Email
0010L00001j3EVqQAM,US,MRS,Ongoing,4,Follow Up → Email → Inbound Call → Inbound Call,Follow Up → Email → Inbound Call → Inbound Call,Follow Up → Email → Inbound Call,"Follow Up,Email,Inbound Call,Inbound Call"
0010L00001j3EWdQAM,US,MRS,Ongoing,2,Inbound Call → Email,Inbound Call → Email,Inbound Call → Email,"Inbound Call,Email"
0010L00001j3EWxQAM,US,MRS,Ongoing,2,Inbound Call → Inbound Call,Inbound Call → Inbound Call,Inbound Call → Inbound Call,"Inbound Call,Inbound Call"
0010L00001j3ElPQAU,US,MRS,Ongoing,11,Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call,Inbound Call → Inbound Call → Inbound Call → Inbound Call → Inbound Call,Inbound Call → Inbound Call → Inbound Call,"Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call,Inbound Call"
0010L00001j3Ew8QAE,US,MRS,Ongoing,1,Meeting,Meeting,Meeting,Meeting
0010L00001j3ExYQAU,US,MRS,Ongoing,17,Email → Email → Email → Email → Email → Email → Email → Follow Up → Email → Email → Email → Email → Email → Email → Email → Email → Email,Email → Email → Email → Email → Email,Email → Email → Email,"Email,Email,Email,Email,Email,Email,Email,Follow Up,Email,Email,Email,Email,Email,Email,Email,Email,Email"
0010L00001j3ExzQAE,US,MRS,Ongoing,19,Email → Email → Email → Email → Email → Email → Email → Follow Up → Follow Up → Follow Up → Inbound Call → Email → Email → Email → Follow Up → Follow Up → Inbound Call → Email → Email,Email → Email → Email → Email → Email,Email → Email → Email,"Email,Email,Email,Email,Email,Email,Email,Follow Up,Follow Up,Follow Up,Inbound Call,Email,Email,Email,Follow Up,Follow Up,Inbound Call,Email,Email"
0010L00001j3F0fQAE,US,MRS,Ongoing,6,Email → Inbound Call → Inbound Call → Email → Email → Email,Email → Inbound Call → Inbound Call → Email → Email,Email → Inbound Call → Inbound Call,"Email,Inbound Call,Inbound Call,Email,Email,Email"
0010L00001j3F59QAE,US,MRS,Ongoing,2,On-Site → Meeting,On-Site → Meeting,On-Site → Meeting,"On-Site,Meeting"
0010L00001j3F6sQAE,US,MRS,Lost,48,Meeting → Review → Email → Email → Email → Email → Email → Email → Follow Up → Meeting → ... → Email → Email → Follow Up → Follow Up → Email → Email → Email → Follow Up → Email → Email,Meeting → Review → Email → Email → Email,Meeting → Review → Email,"Meeting,Review,Email,Email,Email,Email,Email,Email,Follow Up,Meeting,Email,Email,Meeting,Email,Email,Email,Email,Email,Inbound Call,Email,Inbound Call,Inbound Call,Email,Meeting,Follow Up,Inbound Call,Follow Up,Meeting,Email,Email,Email,Follow Up,Email,Follow Up,Email,Email,Email,Email,Email,Email,Follow Up,Follow Up,Email,Email,Email,Follow Up,Email,Email"
0010L00001j3F87QAE,US,MRS,Won,78,Meeting → Email → Inbound Call → Meeting → Inbound Call → Email → Email → Email → Review → Meeting → ... → Follow Up → Email → Meeting → Follow Up → Follow Up → Follow Up → Meeting → Email → Email → Follow Up,Meeting → Email → Inbound Call → Meeting → Inbound Call,Meeting → Email → Inbound Call,"Meeting,Email,Inbound Call,Meeting,Inbound Call,Email,Email,Email,Review,Meeting,Follow Up,Follow Up,Follow Up,Follow Up,Follow Up,Inbound Call,Meeting,Follow Up,Follow Up,Follow Up,Meeting,On-Site,Review,Meeting,Meeting,Meeting,Meeting,Meeting,Inbound Call,Meeting,Meeting,Meeting,Follow Up,Inbound Call,Follow Up,Inbound Call,Meeting,Follow Up,Meeting,Meeting,Follow Up,Inbound Call,Follow Up,Meeting,Inbound Call,Follow Up,Email,Email,Meeting,Meeting,Follow Up,Email,Email,Follow Up,Meeting,Email,Follow Up,Email,Email,Meeting,Meeting,Meeting,Follow Up,Follow Up,Follow Up,Follow Up,Meeting,Follow Up,Follow Up,Email,Meeting,Follow Up,Follow Up,Follow Up,Meeting,Email,Email,Follow Up"
0010L00001j3F8FQAU,US,MRS,Ongoing,15,Review → Email → Follow Up → Email → Email → Email → Email → Email → Email → Follow Up → Email → Email → Follow Up → Email → Follow Up,Review → Email → Follow Up → Email → Email,Review → Email → Follow Up,"Review,Email,Follow Up,Email,Email,Email,Email,Email,Email,Follow Up,Email,Email,Follow Up,Email,Follow Up"
0010L00001j3F9lQAE,US,MRS,Ongoing,14,Inbound Call → Inbound Call → Inbound Call → Inbound Call → Email → Inbound Call → Inbound Call → Email → Email → Email → Email → Email → Inbound Call → Inbound Call,Inbound Call → Inbound Call → Inbound Call → Inbound Call → Email,Inbound Call → Inbound Call → Inbound Call,"Inbound Call,Inbound Call,Inbound Call,Inbound Call,Email,Inbound Call,Inbound Call,Email,Email,Email,Email,Email,Inbound Call,Inbound Call"
0010L00001j3FAWQA2,US,MRS,Ongoing,11,Email → Follow Up → Email → Follow Up → Email → Follow Up → Follow Up → Email → Follow Up → Email → Follow Up,Email → Follow Up → Email → Follow Up → Email,Email → Follow Up → Email,"Email,Follow Up,Email,Follow Up,Email,Follow Up,Follow Up,Email,Follow Up,Email,Follow Up"
0010L00001j3FAhQAM,US,MRS,Ongoing,1,Inbound Call,Inbound Call,Inbound Call,Inbound Call
0010L00001j3FBEQA2,US,MRS,Lost,22,Email → Email → Email → Email → Email → Email → Meeting → Meeting → Meeting → Review → ... → Follow Up → Meeting → Email → Follow Up → Email → On-Site → Email → Email → Email → Inbound Call,Email → Email → Email → Email → Email,Email → Email → Email,"Email,Email,Email,Email,Email,Email,Meeting,Meeting,Meeting,Review,Meeting,Meeting,Follow Up,Meeting,Email,Follow Up,Email,On-Site,Email,Email,Email,Inbound Call"
0010L00001j3FBZQA2,US,MRS,Ongoing,1,Email,Email,Email,Email
0010L00001j3FEJQA2,US,MRS,Ongoing,1,Meeting,Meeting,Meeting,Meeting
0010L00001j3FEaQAM,US,MRS,Ongoing,6,Email → Email → Email → Email → Email → Email,Email → Email → Email → Email → Email,Email → Email → Email,"Email,Email,Email,Email,Email,Email"
0010L00001j3FHJQA2,US,MRS,Ongoing,1,Email,Email,Email,Email
0010L00001j3FHLQA2,US,MRS,Won,16,Email → Email → Email → Email → Email → Email → Email → Meeting → Meeting → Email → Meeting → Email → Meeting → Email → Email → Email,Email → Email → Email → Email → Email,Email → Email → Email,"Email,Email,Email,Email,Email,Email,Email,Meeting,Meeting,Email,Meeting,Email,Meeting,Email,Email,Email"
0010L00001j3FKqQAM,US,MRS,Ongoing,4,Email → Email → Email → Email,Email → Email → Email → Email,Email → Email → Email,"Email,Email,Email,Email"
0010L00001j3FMDQA2,US,MRS,Ongoing,2,Inbound Call → Inbound Call,Inbound Call → Inbound Call,Inbound Call → Inbound Call,"Inbound Call,Inbound Call"
0010L00001j3FNPQA2,US,MRS,Ongoing,6,Meeting → Email → Email → Email → Email → Email,Meeting → Email → Email → Email → Email,Meeting → Email → Email,"Meeting,Email,Email,Email,Email,Email"
0010L00001j3FOuQAM,US,MRS,Ongoing,1,Email,Email,Email,Email
0010L00001j3FU3QAM,US,MRS,Ongoing,64,Email → Email → Email → Email → Follow Up → Email → Follow Up → Email → Email → Follow Up → ... → Email → Email → Email → Email → Email → Email → Email → Email → Email → Email,Email → Email → Email → Email → Follow Up,Email → Email → Email,"Email,Email,Email,Email,Follow Up,Email,Follow Up,Email,Email,Follow Up,Email,Email,Meeting,Email,Follow Up,Follow Up,Follow Up,Email,Follow Up,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email"
0010L00001j3FY1QAM,US,Digital,Won,100,Meeting → Meeting → Email → Email → Email → Email → Email → Email → Email → Email → ... → Email → Email → Email → Email → Email → Email → Email → Email → Email → Email,Meeting → Meeting → Email → Email → Email,Meeting → Meeting → Email,"Meeting,Meeting,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Meeting,Meeting,Meeting,Meeting,Email,Email,Follow Up,Follow Up,Email,Email,Meeting,Meeting,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Meeting,Meeting,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Follow Up,Follow Up,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email"
0010L00001j3Fa2QAE,US,MRS,Ongoing,21,Inbound Call → Inbound Call → Inbound Call → Email → Email → Email → Email → Email → Email → Email → ... → Email → Email → Email → Email → Email → Email → Email → Email → Email → Email,Inbound Call → Inbound Call → Inbound Call → Email → Email,Inbound Call → Inbound Call → Inbound Call,"Inbound Call,Inbound Call,Inbound Call,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email"
0010L00001j3FaJQAU,US,MRS,Lost,7,Email → Follow Up → Email → Follow Up → Email → Follow Up → Email,Email → Follow Up → Email → Follow Up → Email,Email → Follow Up → Email,"Email,Follow Up,Email,Follow Up,Email,Follow Up,Email"
0010L00001j3FabQAE,US,MRS,Won,4,Email → Email → Email → Email,Email → Email → Email → Email,Email → Email → Email,"Email,Email,Email,Email"
0010L00001j3FcQQAU,US,MRS,Won,18,Demo → Inbound Call → Review → Review → Meeting → Meeting → Meeting → Review → Meeting → Meeting → Inbound Call → Meeting → Meeting → Inbound Call → Follow Up → Inbound Call → Follow Up → Email,Demo → Inbound Call → Review → Review → Meeting,Demo → Inbound Call → Review,"Demo,Inbound Call,Review,Review,Meeting,Meeting,Meeting,Review,Meeting,Meeting,Inbound Call,Meeting,Meeting,Inbound Call,Follow Up,Inbound Call,Follow Up,Email"
0010L00001j3FczQAE,US,MRS,Ongoing,2,Email → Email,Email → Email,Email → Email,"Email,Email"
0010L00001j3FdDQAU,US,MRS,Ongoing,1,Inbound Call,Inbound Call,Inbound Call,Inbound Call
0010L00001j3FhNQAU,US,MRS,Won,47,Email → Email → Email → Email → Email → Email → Email → Email → Email → Follow Up → ... → Email → Email → Email → Email → Email → Email → Email → Email → Email → Email,Email → Email → Email → Email → Email,Email → Email → Email,"Email,Email,Email,Email,Email,Email,Email,Email,Email,Follow Up,Email,Email,Email,Email,Review,Email,Email,Email,Email,Email,Email,Email,Inbound Call,Email,Follow Up,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email,Email"
